megye;jaras;cim;telepules_tipusa;lakossag;vedett;lats;longs;location_levels
HEV;Pétervásárai;Parád;nagyközség;1929;1367;47.9234507;20.0304804;LocLevel.PRECISE
HEV;Gyöngyösi;Gyöngyössolymos;község;2976;2108;47.8169351;19.9332261;LocLevel.PRECISE
SOM;Nagyatádi;Kaszó;község;96;68;46.3200205;17.2239763;LocLevel.PRECISE
PES;Gödöllői;Szada;község;5840;4136;47.6363332;19.3116981;LocLevel.PRECISE
NOG;Rétsági;Alsópetény;község;596;422;47.874758;19.2448933;LocLevel.PRECISE
GYO;Kapuvári;Vitnyéd;község;1406;995;47.587121;16.9799816;LocLevel.PRECISE
PES;Szobi;Nagymaros;város;5162;3653;47.7891142;18.9587262;LocLevel.PRECISE
GYO;Soproni;Fertőszéplak;község;1337;946;47.6169895;16.8342909;LocLevel.PRECISE
KOM;Tatabányai;Környe;község;4814;3406;47.5475792;18.3318516;LocLevel.PRECISE
VAS;Körmendi;Molnaszecsőd;község;417;295;47.0457997;16.6765889;LocLevel.PRECISE
ZAL;Zalaegerszegi;Csatár;község;540;382;46.7769362;16.8637627;LocLevel.PRECISE
HEV;Egri;Ostoros;község;2898;2050;47.8669963;20.4288434;LocLevel.PRECISE
VAS;Kőszegi;Velem;község;379;268;47.3455478;16.4938314;LocLevel.PRECISE
GYO;Pannonhalmi;Écs;község;2165;1530;47.5611951;17.7153122;LocLevel.PRECISE
VAS;Kőszegi;Kőszeg;város;11492;8121;47.3894949;16.5406843;LocLevel.PRECISE
PES;Budakeszi;Tök;község;1417;1001;47.5645624;18.7316561;LocLevel.PRECISE
PES;Gödöllői;Veresegyház;város;20197;14267;47.655235;19.2868815;LocLevel.PRECISE
KOM;Oroszlányi;Kecskéd;község;2134;1507;47.5240181;18.3076032;LocLevel.PRECISE
PES;Gödöllői;Kerepes;város;10803;7628;47.5616135;19.2869071;LocLevel.PRECISE
BOR;Sárospataki;Sárospatak;város;11962;8445;48.3216823;21.5655524;LocLevel.PRECISE
KOM;Esztergomi;Mogyorósbánya;község;880;621;47.727491;18.6024067;LocLevel.PRECISE
PES;Aszódi;Iklad;község;2082;1469;47.6593942;19.4433911;LocLevel.PRECISE
VAS;Sárvári;Sárvár;város;14316;10100;47.2517426;16.9342165;LocLevel.PRECISE
TOL;Tamási;Gyönk;város;1721;1213;46.5553541;18.4783275;LocLevel.PRECISE
PES;Szigetszentmiklósi;Tököl;város;10630;7492;47.3226787;18.9632427;LocLevel.PRECISE
SOM;Kaposvári;Hetes;község;1151;811;46.4218819;17.6950824;LocLevel.PRECISE
VAS;Körmendi;Szalafő;község;213;150;46.865519;16.3635907;LocLevel.PRECISE
TOL;Dombóvári;Kapospula;község;865;609;46.3757221;18.0973454;LocLevel.PRECISE
GYO;Győri;Ikrény;község;1952;1374;47.6528383;17.5236747;LocLevel.PRECISE
SOM;Kaposvári;Kaposmérő;község;2451;1725;46.3612591;17.7055288;LocLevel.PRECISE
GYO;Kapuvári;Agyagosszergény;község;940;661;47.609256;16.9409446;LocLevel.PRECISE
PES;Pilisvörösvári;Piliscsaba;város;8441;5935;47.6329416;18.8261229;LocLevel.PRECISE
GYO;Soproni;Nagycenk;nagyközség;2454;1725;47.6034133;16.6977433;LocLevel.PRECISE
GYO;Soproni;Fertőd;város;3332;2342;47.6216447;16.8645968;LocLevel.PRECISE
PES;Érdi;Pusztazámor;község;1235;868;47.4024957;18.7855309;LocLevel.PRECISE
PES;Váci;Váckisújfalu;község;471;331;47.7044226;19.3489985;LocLevel.PRECISE
KOM;Tatabányai;Gyermely;község;1580;1110;47.5910684;18.6439003;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Püski;község;645;453;47.8872173;17.4056883;LocLevel.PRECISE
ZAL;Zalaegerszegi;Egervár;község;1027;721;46.9355693;16.8536837;LocLevel.PRECISE
SOM;Siófoki;Balatonszabadi;község;2999;2105;46.8913312;18.133571;LocLevel.PRECISE
VAS;Szombathelyi;Balogunyom;község;1153;809;47.1557335;16.6518727;LocLevel.PRECISE
TOL;Szekszárdi;Sióagárd;község;1272;892;46.3907879;18.6535953;LocLevel.PRECISE
GYO;Csornai;Markotabödöge;község;492;345;47.6817436;17.31044;LocLevel.PRECISE
GYO;Soproni;Und;község;334;234;0.0;0.0;LocLevel.UNKNOWN
KOM;Komáromi;Komárom;város;19181;13432;47.7417349;18.1218256;LocLevel.PRECISE
SOM;Siófoki;Balatonszemes;község;1839;1287;46.806042;17.7789908;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Kimle;község;2321;1624;47.8268335;17.3709629;LocLevel.PRECISE
KOM;Esztergomi;Süttő;község;2002;1400;47.7573845;18.44347;LocLevel.PRECISE
GYO;Soproni;Harka;község;2912;2036;47.6342337;16.602306;LocLevel.PRECISE
KOM;Esztergomi;Tát;város;5484;3834;47.7398038;18.6543708;LocLevel.PRECISE
FEJ;Bicskei;Vértesboglár;község;887;620;47.4291239;18.5241296;LocLevel.PRECISE
BOR;Edelényi;Bódvarákó;község;93;65;48.5103419;20.7364124;LocLevel.PRECISE
VES;Veszprémi;Hárskút;község;664;464;47.1862786;17.8148197;LocLevel.PRECISE
PES;Ráckevei;Szigetbecse;község;1430;999;47.1305562;18.9491726;LocLevel.PRECISE
VES;Tapolcai;Kisapáti;község;368;257;46.8426169;17.4671857;LocLevel.PRECISE
VES;Pápai;Pápa;város;29415;20542;47.3261087;17.4705293;LocLevel.PRECISE
ZAL;Keszthelyi;Keszthely;város;18979;13250;46.7675081;17.2462801;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Ásványráró;község;2125;1483;47.8299324;17.4996843;LocLevel.PRECISE
ZAL;Zalaegerszegi;Vöckönd;község;86;60;46.8889269;16.9533316;LocLevel.PRECISE
KOM;Komáromi;Mocsa;község;2132;1486;47.6692513;18.181483;LocLevel.PRECISE
GYO;Csornai;Szilsárkány;község;731;509;47.5379828;17.2553253;LocLevel.PRECISE
VAS;Szentgotthárdi;Szentgotthárd;város;8442;5878;46.9528507;16.2748541;LocLevel.PRECISE
BEK;Gyulai;Gyula;város;29854;20783;46.6438656;21.2747575;LocLevel.PRECISE
BOR;Sárospataki;Vámosújfalu;község;727;506;48.2576097;21.4503435;LocLevel.PRECISE
GYO;Kapuvári;Edve;község;125;87;47.455319;17.134343;LocLevel.PRECISE
BOR;Szikszói;Abaújlak;község;92;64;48.4050554;20.9550532;LocLevel.PRECISE
VAS;Körmendi;Kerkáskápolna;község;69;48;46.7848249;16.4271955;LocLevel.PRECISE
VAS;Kőszegi;Kőszegdoroszló;község;253;176;47.3454165;16.5422607;LocLevel.PRECISE
VAS;Kőszegi;Lukácsháza;község;1104;768;47.3365403;16.5815936;LocLevel.PRECISE
GYO;Győri;Vének;község;207;144;47.7394914;17.7594607;LocLevel.PRECISE
VAS;Vasvári;Vasvár;város;4057;2822;47.0490649;16.7998821;LocLevel.PRECISE
BAR;Pécsi;Kozármisleny;város;6685;4650;46.0487525;18.2860822;LocLevel.PRECISE
FEJ;Gárdonyi;Kápolnásnyék;község;4033;2805;47.237503;18.6722759;LocLevel.PRECISE
KOM;Esztergomi;Dág;község;951;661;43.0574916;47.1332224;LocLevel.PRECISE
VES;Tapolcai;Nemesgulács;község;993;690;46.834759;17.4833775;LocLevel.PRECISE
NOG;Balassagyarmati;Nógrádkövesd;község;616;428;47.874415;19.3737379;LocLevel.PRECISE
FEJ;Bicskei;Csákvár;város;5356;3721;47.3918045;18.464064;LocLevel.PRECISE
KOM;Esztergomi;Leányvár;község;1867;1297;47.6816948;18.7710262;LocLevel.PRECISE
VAS;Körmendi;Hegyháthodász;község;157;109;46.9340458;16.657595;LocLevel.PRECISE
VAS;Szombathelyi;Sorokpolány;község;814;565;47.137679;16.6757279;LocLevel.PRECISE
KOM;Tatai;Szomód;község;2340;1624;47.6824922;18.3423516;LocLevel.PRECISE
PES;Váci;Kosd;község;2486;1725;47.8068226;19.1758423;LocLevel.PRECISE
BOR;Edelényi;Galvács;község;88;61;48.4194357;20.7778897;LocLevel.PRECISE
SOM;Kaposvári;Taszár;község;1936;1342;46.3736269;17.9051541;LocLevel.PRECISE
FEJ;Gárdonyi;Pákozd;község;3539;2453;47.2170707;18.5437107;LocLevel.PRECISE
PES;Nagykátai;Mende;község;4128;2861;44.5180226;3.4991057;LocLevel.PRECISE
SOM;Fonyódi;Balatonboglár;város;5779;4005;46.7785372;17.6553331;LocLevel.PRECISE
GYO;Soproni;Sopronkövesd;község;1334;924;47.5447471;16.7448252;LocLevel.PRECISE
SOM;Kaposvári;Patalom;község;309;214;46.4488811;17.920658;LocLevel.PRECISE
ZAL;Zalaegerszegi;Bocfölde;község;1177;815;46.7788955;16.8440253;LocLevel.PRECISE
BOR;Edelényi;Becskeháza;község;39;27;48.5296795;20.835192;LocLevel.PRECISE
TOL;Bonyhádi;Tevel;község;1352;936;46.41248;18.4555663;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Jánossomorja;város;6120;4236;47.7859228;17.1364228;LocLevel.PRECISE
VAS;Kőszegi;Bük;város;3546;2454;47.3833959;16.753305;LocLevel.PRECISE
GYO;Soproni;Petőháza;község;1094;757;47.5980787;16.8954418;LocLevel.PRECISE
BAR;Pécsváradi;Zengővárkony;község;431;298;46.1706183;18.4318126;LocLevel.PRECISE
VAS;Körmendi;Bajánsenye;község;499;345;46.8016151;16.384218;LocLevel.PRECISE
VAS;Szombathelyi;Söpte;község;813;562;47.2818913;16.6509297;LocLevel.PRECISE
HEV;Gyöngyösi;Abasár;község;2463;1702;47.7947098;20.00018;LocLevel.PRECISE
VAS;Körmendi;Hegyhátszentjakab;község;275;190;46.8681648;16.5472519;LocLevel.PRECISE
SOM;Fonyódi;Fonyód;város;5205;3596;46.7467521;17.54946;LocLevel.PRECISE
PES;Ráckevei;Ráckeve;város;10730;7413;47.1609765;18.9436266;LocLevel.PRECISE
PES;Budakeszi;Zsámbék;város;5764;3981;47.5483115;18.7174344;LocLevel.PRECISE
KOM;Tatai;Baj;község;2915;2013;47.6489476;18.3644373;LocLevel.PRECISE
VES;Tapolcai;Szentbékkálla;község;210;145;46.8864519;17.5645791;LocLevel.PRECISE
GYO;Győri;Börcs;község;1373;948;47.6850359;17.5007155;LocLevel.PRECISE
PES;Szigetszentmiklósi;Dunaharaszti;város;23758;16402;47.359976;19.0953357;LocLevel.PRECISE
PES;Szigetszentmiklósi;Szigetszentmiklós;város;40289;27809;47.345765;19.0409037;LocLevel.PRECISE
PES;Gödöllői;Isaszeg;város;11642;8035;47.5303335;19.4017001;LocLevel.PRECISE
SZA;Nyíregyházi;Nyíregyháza;megye székhely;119289;82316;47.9557802;21.7167982;LocLevel.PRECISE
GYO;Csornai;Jobaháza;község;545;376;47.5817526;17.1864967;LocLevel.PRECISE
PES;Aszódi;Aszód;város;6196;4274;47.6532732;19.4747432;LocLevel.PRECISE
FEJ;Martonvásári;Baracska;község;2852;1967;47.2857906;18.7575803;LocLevel.PRECISE
BOR;Sátoraljaújhelyi;Füzér;község;380;262;48.5381019;21.4559639;LocLevel.PRECISE
GYO;Győri;Nagybajcs;község;1069;737;47.7644567;17.6868931;LocLevel.PRECISE
HEV;Pétervásárai;Fedémes;község;293;202;48.0316118;20.1857362;LocLevel.PRECISE
GYO;Csornai;Acsalag;község;499;344;47.6752768;17.1988877;LocLevel.PRECISE
VAS;Kőszegi;Bozsok;község;367;253;47.3223133;16.4886974;LocLevel.PRECISE
VES;Tapolcai;Mindszentkálla;község;251;173;46.8743096;17.5528425;LocLevel.PRECISE
GYO;Győri;Kisbajcs;község;933;643;47.7452989;17.6812283;LocLevel.PRECISE
VAS;Sárvári;Nick;község;534;368;47.4020181;17.0196686;LocLevel.PRECISE
VAS;Körmendi;Döröske;község;119;82;47.011666;16.6961068;LocLevel.PRECISE
GYO;Győri;Öttevény;község;3116;2147;47.7250055;17.4885276;LocLevel.PRECISE
BAR;Hegyháti;Alsómocsolád;község;315;217;46.3130764;18.2450064;LocLevel.PRECISE
GYO;Győri;Győrság;község;1562;1076;47.5802453;17.7521523;LocLevel.PRECISE
VAS;Sárvári;Hegyfalu;község;755;520;47.3540143;16.8823363;LocLevel.PRECISE
GYO;Téti;Rábaszentmihály;község;501;345;47.5787949;17.4332382;LocLevel.PRECISE
GYO;Soproni;Hidegség;község;462;318;47.6251989;16.7413826;LocLevel.PRECISE
GYO;Téti;Mórichida;község;850;585;47.5134229;17.4197638;LocLevel.PRECISE
SOM;Kaposvári;Juta;község;1196;823;39.4225192;-111.714358;LocLevel.PRECISE
GYO;Soproni;Sopronhorpács;község;846;582;47.4838028;16.7387483;LocLevel.PRECISE
PES;Gödöllői;Pécel;város;17060;11735;47.4911201;19.3446801;LocLevel.PRECISE
SZO;Szolnoki;Szolnok;megye székhely;68701;47246;47.1754555;20.1946818;LocLevel.PRECISE
FEJ;Székesfehérvári;Úrhida;község;2654;1825;47.1326733;18.3345777;LocLevel.PRECISE
BAR;Bólyi;Szederkény;község;1759;1209;45.9994626;18.4535831;LocLevel.PRECISE
VES;Zirci;Olaszfalu;község;1052;723;47.2436541;17.9078919;LocLevel.PRECISE
ZAL;Lenti;Szentgyörgyvölgy;község;380;261;46.7245868;16.4107756;LocLevel.PRECISE
SOM;Nagyatádi;Somogyszob;község;1513;1039;46.2929761;17.2968274;LocLevel.PRECISE
VES;Tapolcai;Balatonhenye;község;134;92;46.9119705;17.6155343;LocLevel.PRECISE
VAS;Körmendi;Nemesrempehollós;község;268;184;47.0921782;16.6804652;LocLevel.PRECISE
BAC;Kecskeméti;Kecskemét;megye székhely;109570;75217;46.9080769;19.6928133;LocLevel.PRECISE
ZAL;Nagykanizsai;Nagykanizsa;megyei jogú város;45682;31354;46.4548261;16.9923923;LocLevel.PRECISE
NOG;Szécsényi;Nógrádsipek;község;698;479;48.0086293;19.5009497;LocLevel.PRECISE
VAS;Sárvári;Uraiújfalu;község;835;573;47.371219;16.9839631;LocLevel.PRECISE
CSO;Szegedi;Deszk;község;3955;2714;46.218246;20.2378885;LocLevel.PRECISE
ZAL;Keszthelyi;Zalaapáti;község;1672;1147;46.7391546;17.1057152;LocLevel.PRECISE
GYO;Győri;Győrladamér;község;1875;1286;47.7535231;17.5634287;LocLevel.PRECISE
KOM;Esztergomi;Esztergom;város;29284;20073;47.7856977;18.7403349;LocLevel.PRECISE
PES;Szobi;Bernecebaráti;község;823;564;48.038167;18.9139865;LocLevel.PRECISE
ZAL;Keszthelyi;Szentgyörgyvár;község;343;235;46.7569233;17.1308771;LocLevel.PRECISE
PES;Vecsési;Maglód;város;12822;8782;47.4449622;19.3593136;LocLevel.PRECISE
PES;Érdi;Sóskút;község;3632;2487;47.4047185;18.8305621;LocLevel.PRECISE
ZAL;Zalaegerszegi;Búcsúszentlászló;község;745;510;46.7882297;16.9308148;LocLevel.PRECISE
FEJ;Székesfehérvári;Moha;község;570;390;47.2430218;18.333815;LocLevel.PRECISE
BOR;Szerencsi;Szerencs;város;9017;6168;48.1633851;21.2010881;LocLevel.PRECISE
VES;Zirci;Bakonyszentkirály;község;848;580;47.3639276;17.8826006;LocLevel.PRECISE
VES;Balatonalmádi;Felsőörs;község;2018;1380;47.0151318;17.9526151;LocLevel.PRECISE
GYO;Soproni;Lövő;község;1417;969;47.5034563;16.7827241;LocLevel.PRECISE
PES;Monori;Gyömrő;város;19675;13449;47.4223375;19.394503;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Halászi;község;3275;2238;47.8909561;17.3293251;LocLevel.PRECISE
VES;Balatonfüredi;Dörgicse;község;300;205;46.9156578;17.7236469;LocLevel.PRECISE
CSO;Szegedi;Algyő;nagyközség;5560;3799;46.335276;20.2084058;LocLevel.PRECISE
ZAL;Zalaegerszegi;Vasboldogasszony;község;543;371;46.9453797;16.8686124;LocLevel.PRECISE
GYO;Téti;Árpás;község;262;179;47.5122206;17.3970132;LocLevel.PRECISE
VAS;Vasvári;Gersekarát;község;688;470;46.9801233;16.7422481;LocLevel.PRECISE
SZA;Vásárosnaményi;Tákos;község;366;250;48.1539033;22.4273407;LocLevel.PRECISE
GYO;Kapuvári;Beled;város;2567;1753;47.4661125;17.0898826;LocLevel.PRECISE
BOR;Miskolci;Sajópálfala;község;724;494;48.1614812;20.8454228;LocLevel.PRECISE
VAS;Sárvári;Kenéz;község;277;189;47.2024677;16.7883998;LocLevel.PRECISE
GYO;Soproni;Kópháza;község;2120;1446;47.6384056;16.6431637;LocLevel.PRECISE
GYO;Csornai;Barbacs;község;792;540;47.6457253;17.2963302;LocLevel.PRECISE
BAR;Pécsi;Orfű;község;1153;786;46.1380554;18.1551995;LocLevel.PRECISE
VES;Balatonfüredi;Aszófő;község;490;334;46.9288872;17.8333945;LocLevel.PRECISE
VES;Tapolcai;Hegyesd;község;179;122;46.915887;17.5220762;LocLevel.PRECISE
VAS;Sárvári;Simaság;község;546;372;47.4217282;16.8439303;LocLevel.PRECISE
BAR;Pécsváradi;Pécsvárad;város;3987;2716;46.1608411;18.4206938;LocLevel.PRECISE
PES;Dabasi;Újhartyán;város;2841;1935;47.2200186;19.3841049;LocLevel.PRECISE
PES;Szobi;Szob;város;2626;1788;47.8183245;18.8727585;LocLevel.PRECISE
CSO;Szegedi;Dóc;község;720;490;46.4379484;20.1369366;LocLevel.PRECISE
BOR;Edelényi;Viszló;község;72;49;48.4932661;20.8876587;LocLevel.PRECISE
SOM;Siófoki;Balatonvilágos;község;1468;999;46.9641731;18.159314;LocLevel.PRECISE
GYO;Győri;Dunaszeg;község;2391;1627;47.7696461;17.5400735;LocLevel.PRECISE
BOR;Tokaji;Tiszaladány;község;604;411;48.0649798;21.4136703;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Mecsér;község;657;447;47.7964534;17.476957;LocLevel.PRECISE
VAS;Szombathelyi;Salköveskút;község;488;332;47.2951022;16.6951518;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Hédervár;község;1295;881;47.8317006;17.4579729;LocLevel.PRECISE
NOG;Balassagyarmati;Bercel;község;1700;1156;47.8698475;19.4035193;LocLevel.PRECISE
ZAL;Zalaegerszegi;Pókaszepetk;község;927;630;46.9256917;16.9685234;LocLevel.PRECISE
HEV;Egri;Egerszólát;község;1111;755;47.8903931;20.2678265;LocLevel.PRECISE
PES;Szentendrei;Szigetmonostor;község;2905;1974;47.6896702;19.1009549;LocLevel.PRECISE
KOM;Tatabányai;Vértesszőlős;község;3531;2399;47.6206061;18.3813459;LocLevel.PRECISE
VAS;Szombathelyi;Sorkikápolna;község;237;161;47.1404069;16.7008753;LocLevel.PRECISE
NOG;Szécsényi;Szécsény;város;5599;3799;48.0802382;19.5207485;LocLevel.PRECISE
TOL;Szekszárdi;Szálka;község;650;441;46.2746959;18.6359643;LocLevel.PRECISE
VES;Veszprémi;Márkó;község;1753;1189;47.1211315;17.8144133;LocLevel.PRECISE
VES;Zirci;Csetény;község;1827;1239;47.3171578;17.9962766;LocLevel.PRECISE
NOG;Rétsági;Szente;község;323;219;47.9678151;19.2865515;LocLevel.PRECISE
SZA;Mátészalkai;Géberjén;község;472;320;47.9319991;22.4560105;LocLevel.PRECISE
GYO;Győri;Nagyszentjános;község;1866;1265;47.70919;17.8711581;LocLevel.PRECISE
FEJ;Móri;Isztimér;község;928;629;47.278287;18.1962327;LocLevel.PRECISE
ZAL;Zalaszentgróti;Zalavég;község;335;227;47.0060755;17.0267393;LocLevel.PRECISE
GYO;Pannonhalmi;Táp;község;738;500;47.516569;17.8302582;LocLevel.PRECISE
SZA;Fehérgyarmati;Fehérgyarmat;város;7888;5344;47.9850963;22.5167524;LocLevel.PRECISE
SZO;Jászberényi;Jászberény;város;25855;17502;47.5030505;19.9117887;LocLevel.PRECISE
VES;Veszprémi;Herend;város;3494;2365;47.1328461;17.7523356;LocLevel.PRECISE
TOL;Dombóvári;Dombóvár;város;18275;12366;46.3778989;18.1332865;LocLevel.PRECISE
GYO;Csornai;Bodonhely;község;334;226;47.5649133;17.4073298;LocLevel.PRECISE
KOM;Komáromi;Bábolna;város;3472;2349;47.642224;17.9787467;LocLevel.PRECISE
SOM;Barcsi;Kálmáncsa;község;581;393;46.068005;17.616915;LocLevel.PRECISE
GYO;Soproni;Völcsej;község;411;278;47.4979685;16.7629544;LocLevel.PRECISE
VES;Tapolcai;Szigliget;község;936;633;46.8014362;17.4331745;LocLevel.PRECISE
GYO;Csornai;Rábaszentandrás;község;451;305;47.4607906;17.33004;LocLevel.PRECISE
VAS;Szombathelyi;Nemeskolta;község;389;263;47.1409175;16.7716183;LocLevel.PRECISE
BOR;Gönci;Gibárt;község;355;240;48.3158196;21.1601515;LocLevel.PRECISE
PES;Váci;Vácrátót;község;1960;1325;47.7094372;19.2363045;LocLevel.PRECISE
BAR;Pécsi;Pécsudvard;község;795;537;46.0096664;18.276252;LocLevel.PRECISE
FEJ;Enyingi;Lajoskomárom;nagyközség;2156;1456;46.8417783;18.337205;LocLevel.PRECISE
VAS;Sárvári;Vámoscsalád;község;308;208;47.3898168;16.9709168;LocLevel.PRECISE
BAR;Siklósi;Márok;község;425;287;31.1728205;-7.3362482;LocLevel.PRECISE
BAR;Sellyei;Páprád;község;157;106;45.8926744;18.0106212;LocLevel.PRECISE
PES;Gödöllői;Vácszentlászló;község;2201;1486;47.5735196;19.5366483;LocLevel.PRECISE
GYO;Téti;Kisbabot;község;243;164;47.5558778;17.4172862;LocLevel.PRECISE
BAR;Pécsi;Magyarsarlós;község;286;193;46.0414845;18.3516064;LocLevel.PRECISE
HEV;Egri;Demjén;község;615;415;47.8294575;20.3335923;LocLevel.PRECISE
SZA;Mátészalkai;Mátészalka;város;16486;11124;47.9539113;22.3208477;LocLevel.PRECISE
VES;Tapolcai;Tapolca;város;15292;10318;46.8820972;17.4389619;LocLevel.PRECISE
ZAL;Nagykanizsai;Magyarszentmiklós;község;249;168;46.5376492;16.9359659;LocLevel.PRECISE
FEJ;Sárbogárdi;Alap;község;1942;1310;46.8044751;18.6854298;LocLevel.PRECISE
VAS;Kőszegi;Gyöngyösfalu;község;1158;781;47.315618;16.5868634;LocLevel.PRECISE
FEJ;Székesfehérvári;Polgárdi;város;6897;4651;47.0563978;18.3067942;LocLevel.PRECISE
SZA;Ibrányi;Tiszatelek;község;1366;921;48.1921362;21.7951313;LocLevel.PRECISE
PES;Váci;Sződ;község;3152;2125;47.7191669;19.1819507;LocLevel.PRECISE
PES;Váci;Püspökszilágy;község;742;500;47.7402533;19.3154773;LocLevel.PRECISE
HEV;Egri;Andornaktálya;község;2817;1898;47.8436439;20.4125987;LocLevel.PRECISE
TOL;Bonyhádi;Lengyel;község;518;349;46.3750193;18.3686395;LocLevel.PRECISE
NOG;Pásztói;Pásztó;város;8928;6015;47.9210914;19.6998353;LocLevel.PRECISE
FEJ;Móri;Kincsesbánya;község;1532;1032;47.2644597;18.2739108;LocLevel.PRECISE
VAS;Körmendi;Hegyhátsál;község;144;97;46.960057;16.6423118;LocLevel.PRECISE
SZA;Kisvárdai;Kisvárda;város;16564;11157;48.2257593;22.0784247;LocLevel.PRECISE
PES;Monori;Péteri;község;2556;1721;47.3880659;19.4107817;LocLevel.PRECISE
SOM;Tabi;Szorosad;község;101;68;46.6014871;18.0233496;LocLevel.PRECISE
VAS;Szombathelyi;Rum;község;1163;783;46.4610571;10.9882457;LocLevel.PRECISE
GYO;Soproni;Fertőboz;község;306;206;47.6354424;16.7004603;LocLevel.PRECISE
KOM;Esztergomi;Bajna;község;1943;1308;47.6553343;18.5986208;LocLevel.PRECISE
GYO;Csornai;Bogyoszló;község;618;416;47.5591812;17.1862998;LocLevel.PRECISE
BAR;Sellyei;Tengeri;község;52;35;45.9263807;18.0883589;LocLevel.PRECISE
BAR;Komlói;Kárász;község;327;220;46.2674404;18.3179753;LocLevel.PRECISE
BOR;Gönci;Baskó;község;186;125;48.3337921;21.3357182;LocLevel.PRECISE
ZAL;Nagykanizsai;Belezna;község;692;465;46.3278757;16.9395272;LocLevel.PRECISE
VES;Ajkai;Ajka;város;27663;18588;47.1056579;17.5587276;LocLevel.PRECISE
BOR;Miskolci;Bükkszentkereszt;község;1160;779;48.0681306;20.6300731;LocLevel.PRECISE
HEV;Pétervásárai;Istenmezeje;község;1411;947;48.0829743;20.0518117;LocLevel.PRECISE
BAR;Pécsi;Pogány;község;1356;910;45.9841107;18.2604675;LocLevel.PRECISE
GYO;Mosonmagyaróvári;Kisbodak;község;380;255;47.8965132;17.4199533;LocLevel.PRECISE
CSO;Szegedi;Tiszasziget;község;1824;1224;46.1749221;20.1622722;LocLevel.PRECISE
