telepules;elhunytak;nepesseg;lats;longs;location_levels
Szendrőlád;2;2162;48.340781;20.7456162;LocLevel.PRECISE
Szenna;2;767;46.3083953;17.7319121;LocLevel.PRECISE
Szentlászló;2;848;46.7064864;16.3489819;LocLevel.PRECISE
Szentliszló;2;301;46.5795372;16.8224581;LocLevel.PRECISE
Szentlőrinckáta;2;1936;47.5220313;19.7558396;LocLevel.PRECISE
Szentpéterfa;2;1026;47.0920255;16.4803941;LocLevel.PRECISE
Szentpéterszeg;2;1121;47.2365783;21.6204039;LocLevel.PRECISE
Szigetcsép;2;2471;47.2671482;18.9672674;LocLevel.PRECISE
Szigetújfalu;2;2214;47.2332083;18.9235417;LocLevel.PRECISE
Szirmabesenyő;2;4308;48.1540642;20.7959687;LocLevel.PRECISE
Sződ;2;3020;47.7191669;19.1819507;LocLevel.PRECISE
Szögliget;2;608;48.5236809;20.6743042;LocLevel.PRECISE
Szomolya;2;1580;47.8923451;20.4938733;LocLevel.PRECISE
Szuhogy;2;1110;48.3842706;20.6744642;LocLevel.PRECISE
Szulok;2;606;46.0505352;17.5507953;LocLevel.PRECISE
Táp;2;743;47.516569;17.8302582;LocLevel.PRECISE
Tápióság;2;2780;47.3992437;19.6303259;LocLevel.PRECISE
Táplánszentkereszt;2;2611;47.198556;16.696725;LocLevel.PRECISE
Tarcal;2;2840;48.1298284;21.3455658;LocLevel.PRECISE
Tardos;2;1693;47.6633891;18.4449341;LocLevel.PRECISE
Tarján;2;2652;47.6088065;18.5063222;LocLevel.PRECISE
Tárnokréti;2;203;47.7217755;17.3073304;LocLevel.PRECISE
Tatárszentgyörgy;2;2018;47.0823354;19.3694988;LocLevel.PRECISE
Telekes;2;510;46.9448141;16.7697532;LocLevel.PRECISE
Tépe;2;1072;47.3194564;21.572157;LocLevel.PRECISE
Tereske;2;687;47.9488126;19.1933853;LocLevel.PRECISE
Teskánd;2;1115;46.8546228;16.7793904;LocLevel.PRECISE
Tetétlen;2;1351;47.3136847;21.3040955;LocLevel.PRECISE
Tevel;2;1374;46.41248;18.4555663;LocLevel.PRECISE
Tibolddaróc;2;1345;47.9207679;20.6375539;LocLevel.PRECISE
Tihany;2;1358;46.9122292;17.8917574;LocLevel.PRECISE
Tiszabábolna;2;348;47.6867736;20.8117738;LocLevel.PRECISE
Tiszabezdéd;2;1983;48.3622273;22.1525798;LocLevel.PRECISE
Tiszabő;2;2286;47.3090228;20.4852891;LocLevel.PRECISE
Tiszadada;2;2225;48.030817;21.2366013;LocLevel.PRECISE
Tiszagyenda;2;1027;47.384226;20.50845;LocLevel.PRECISE
Tiszajenő;2;1539;47.0311761;20.1415833;LocLevel.PRECISE
Tiszakanyár;2;1658;48.2479618;21.9619428;LocLevel.PRECISE
Tiszakürt;2;1392;46.8849074;20.1235659;LocLevel.PRECISE
Tiszanána;2;2460;47.5564803;20.5292959;LocLevel.PRECISE
Tiszaroff;2;1657;47.3979955;20.438295;LocLevel.PRECISE
Tiszasüly;2;1523;47.3891094;20.3876966;LocLevel.PRECISE
Tiszaszőlős;2;1544;47.5562623;20.7197416;LocLevel.PRECISE
Tiszatardos;2;248;48.0407768;21.379409;LocLevel.PRECISE
Tiszatelek;2;1389;48.1921362;21.7951313;LocLevel.PRECISE
Tiszatenyő;2;1663;47.1359865;20.3797581;LocLevel.PRECISE
Tiszaug;2;937;46.8516867;20.0579352;LocLevel.PRECISE
Tiszavárkony;2;1557;47.0675873;20.1772149;LocLevel.PRECISE
Tóalmás;2;3687;47.5095624;19.6637179;LocLevel.PRECISE
Tök;2;1409;47.5645624;18.7316561;LocLevel.PRECISE
Tolcsva;2;1751;48.2827761;21.4490584;LocLevel.PRECISE
Törökkoppány;2;402;46.6013936;18.0506298;LocLevel.PRECISE
Tószeg;2;4565;47.1005785;20.1474605;LocLevel.PRECISE
Túrricse;2;728;47.9762138;22.7615558;LocLevel.PRECISE
Újiráz;2;532;46.9850442;21.3534102;LocLevel.PRECISE
Úny;2;737;47.6430359;18.7389954;LocLevel.PRECISE
Ura;2;635;47.8179313;22.6050745;LocLevel.PRECISE
Vácduka;2;1660;47.7445953;19.2145913;LocLevel.PRECISE
Váchartyán;2;1873;47.7270056;19.2537343;LocLevel.PRECISE
Vácrátót;2;1907;47.7094372;19.2363045;LocLevel.PRECISE
Vág;2;538;13.2904027;108.4265113;LocLevel.PRECISE
Valkó;2;2514;47.5641727;19.5100231;LocLevel.PRECISE
Vanyola;2;572;47.3850372;17.5970426;LocLevel.PRECISE
Váralja;2;823;46.2677639;18.4285404;LocLevel.PRECISE
Varbó;2;1101;48.1622645;20.6195355;LocLevel.PRECISE
Vasboldogasszony;2;545;46.9453797;16.8686124;LocLevel.PRECISE
Vasegerszeg;2;354;47.3729793;16.9207793;LocLevel.PRECISE
Vaszar;2;1536;47.4024091;17.5160785;LocLevel.PRECISE
Vatta;2;881;47.9223781;20.7402717;LocLevel.PRECISE
Vécs;2;660;47.807866;20.1673321;LocLevel.PRECISE
Véménd;2;1430;46.1569155;18.6172563;LocLevel.PRECISE
Vereb;2;807;47.3199528;18.6176784;LocLevel.PRECISE
Verseg;2;1323;47.722441;19.5487063;LocLevel.PRECISE
Vértesacsa;2;1875;47.3744031;18.579658;LocLevel.PRECISE
Vértessomló;2;1375;47.5111685;18.365137;LocLevel.PRECISE
Vése;2;735;46.4118616;17.2911965;LocLevel.PRECISE
Veszprémgalsa;2;263;47.0928796;17.2668978;LocLevel.PRECISE
Vitnyéd;2;1400;47.587121;16.9799816;LocLevel.PRECISE
Vizsoly;2;923;48.385049;21.2169419;LocLevel.PRECISE
Vönöck;2;723;47.3132864;17.1605701;LocLevel.PRECISE
Zákányfalu;2;515;46.2757829;16.9480927;LocLevel.PRECISE
Zalabaksa;2;648;46.7068048;16.5522561;LocLevel.PRECISE
Zalacséb;2;501;46.8581793;16.6601813;LocLevel.PRECISE
Zámoly;2;2382;47.3183087;18.4139732;LocLevel.PRECISE
Zebegény;2;1279;47.8002213;18.9090008;LocLevel.PRECISE
Zichyújfalu;2;954;47.1258547;18.6712913;LocLevel.PRECISE
Zsáka;2;1595;47.1343067;21.4359876;LocLevel.PRECISE
Zselicszentpál;2;421;46.3061794;17.8214905;LocLevel.PRECISE
Zsombó;2;3536;46.3297803;19.9719943;LocLevel.PRECISE
Abaliget;1;706;46.140978;18.116744;LocLevel.PRECISE
Adorjánháza;1;397;47.2431039;17.239537;LocLevel.PRECISE
Adorjás;1;205;45.8498912;18.0640569;LocLevel.PRECISE
Aka;1;246;43.0033629;41.0192741;LocLevel.PRECISE
Alattyán;1;2033;47.4256813;20.0475867;LocLevel.PRECISE
Alibánfa;1;437;46.8846461;16.9209856;LocLevel.PRECISE
Almáskeresztúr;1;79;46.11961;17.8945326;LocLevel.PRECISE
Alsónána;1;709;46.2488549;18.6599879;LocLevel.PRECISE
Alsóörs;1;1880;46.9882663;17.9770715;LocLevel.PRECISE
Alsópetény;1;572;47.874758;19.2448933;LocLevel.PRECISE
Alsórajk;1;326;46.6537147;16.9968401;LocLevel.PRECISE
Alsószenterzsébet;1;57;46.7452636;16.4772901;LocLevel.PRECISE
Alsószölnök;1;357;46.9273784;16.2019687;LocLevel.PRECISE
Alsótold;1;241;47.9540746;19.59694;LocLevel.PRECISE
Alsóújlak;1;578;47.0822227;16.8531169;LocLevel.PRECISE
Anarcs;1;2022;48.1782578;22.1032718;LocLevel.PRECISE
Annavölgy;1;948;47.6960516;18.6659862;LocLevel.PRECISE
Apátistvánfalva;1;396;46.8960475;16.2532732;LocLevel.PRECISE
Apostag;1;2064;46.8832449;18.9673417;LocLevel.PRECISE
Babarc;1;732;46.003599;18.5508466;LocLevel.PRECISE
Babót;1;1106;47.5760021;17.0756829;LocLevel.PRECISE
Bagod;1;1249;46.8768639;16.7437582;LocLevel.PRECISE
Bágyogszovát;1;1352;47.5834947;17.3675387;LocLevel.PRECISE
Bak;1;1623;46.7306266;16.8455824;LocLevel.PRECISE
Bakonszeg;1;1188;47.1895312;21.4454608;LocLevel.PRECISE
Bakonybánk;1;444;47.4668946;17.9040445;LocLevel.PRECISE
Bakonypölöske;1;410;47.2106927;17.4880394;LocLevel.PRECISE
Bakonysárkány;1;987;47.4479595;18.1014985;LocLevel.PRECISE
Bakonytamási;1;614;47.4104578;17.7318934;LocLevel.PRECISE
Balajt;1;513;48.3210905;20.7880954;LocLevel.PRECISE
Balatoncsicsó;1;258;46.9266024;17.6688942;LocLevel.PRECISE
Balatonfőkajár;1;1365;47.0202933;18.2122159;LocLevel.PRECISE
Balatonkeresztúr;1;1660;46.6976457;17.3704438;LocLevel.PRECISE
Balatonszentgyörgy;1;1697;46.6921957;17.2999871;LocLevel.PRECISE
Balinka;1;955;53.76845;23.16176;LocLevel.PRECISE
Bánd;1;699;47.1220366;17.7795783;LocLevel.PRECISE
Bánokszentgyörgy;1;618;46.5458074;16.7834159;LocLevel.PRECISE
Bárna;1;1000;41.3828939;2.1774322;LocLevel.PRECISE
Báta;1;1596;2.0064092000000002;9.908768301060093;LocLevel.PRECISE
Bátmonostor;1;1574;46.1047946;18.9279168;LocLevel.PRECISE
Bátorliget;1;675;47.7571766;22.2711789;LocLevel.PRECISE
Batyk;1;393;46.9898926;17.035743;LocLevel.PRECISE
Bázakerettye;1;753;46.5242749;16.7285316;LocLevel.PRECISE
Bazsi;1;445;46.9327587;17.2439334;LocLevel.PRECISE
Becske;1;572;47.9100509;19.3763424;LocLevel.PRECISE
Belezna;1;717;46.3278757;16.9395272;LocLevel.PRECISE
Bélmegyer;1;969;46.8720065;21.1789532;LocLevel.PRECISE
Belsősárd;1;94;46.6426084;16.4716014;LocLevel.PRECISE
Belvárdgyula;1;415;45.9729466;18.4327446;LocLevel.PRECISE
Bénye;1;1264;47.3553415;19.5398939;LocLevel.PRECISE
Beregdaróc;1;1048;48.1970929;22.5309278;LocLevel.PRECISE
Beret;1;300;48.3451552;21.0242847;LocLevel.PRECISE
Berkenye;1;653;47.8878852;19.072611;LocLevel.PRECISE
Besenyőd;1;838;47.9634066;22.0093862;LocLevel.PRECISE
Bezedek;1;238;45.867031;18.586202;LocLevel.PRECISE
Bezenye;1;1435;47.9621234;17.2162083;LocLevel.PRECISE
Bezi;1;529;43.3426562;3.2131307;LocLevel.PRECISE
Biharugra;1;918;46.9689132;21.5950874;LocLevel.PRECISE
Bócsa;1;2007;46.6138652;19.4819774;LocLevel.PRECISE
Bodroghalom;1;1381;48.3035732;21.704878;LocLevel.PRECISE
Bódvalenke;1;274;48.5411483;20.8039563;LocLevel.PRECISE
Bogád;1;1140;46.0839252;18.32219;LocLevel.PRECISE
Bögöte;1;314;47.0873272;17.0436719;LocLevel.PRECISE
Bogyoszló;1;625;47.5591812;17.1862998;LocLevel.PRECISE
Bokod;1;2201;47.4934128;18.2420786;LocLevel.PRECISE
Boldogkőújfalu;1;606;48.3184235;21.2411318;LocLevel.PRECISE
Boldva;1;2424;48.217181;20.7884169;LocLevel.PRECISE
Bolhó;1;729;46.0391683;17.2954232;LocLevel.PRECISE
Borjád;1;431;45.9353208;18.4683599;LocLevel.PRECISE
Borsodgeszt;1;301;47.9576367;20.6932303;LocLevel.PRECISE
Borsodszirák;1;1228;48.2610547;20.766952;LocLevel.PRECISE
Borzavár;1;765;47.2921272;17.8287376;LocLevel.PRECISE
Bősárkány;1;2139;47.6904548;17.2493747;LocLevel.PRECISE
Bőszénfa;1;511;46.2299183;17.850511;LocLevel.PRECISE
Bugacpusztaháza;1;263;46.7010781;19.6358078;LocLevel.PRECISE
Bükkösd;1;1141;46.1109918;17.9945542;LocLevel.PRECISE
Bükkszék;1;674;47.988871;20.1751845;LocLevel.PRECISE
Cégénydányád;1;675;47.9357542;22.547649;LocLevel.PRECISE
Cered;1;1061;48.1445255;19.9670723;LocLevel.PRECISE
Chernelházadamonya;1;206;47.3614432;16.8392292;LocLevel.PRECISE
Cigánd;1;3200;48.2615593;21.8888754;LocLevel.PRECISE
Cirák;1;539;47.4781801;17.0299729;LocLevel.PRECISE
Csabacsűd;1;1744;46.8249806;20.6504324;LocLevel.PRECISE
Csabaszabadi;1;291;46.5746387;20.9531699;LocLevel.PRECISE
Csáfordjánosfa;1;232;47.4164207;16.9516953;LocLevel.PRECISE
Csanádapáca;1;2581;46.5402011;20.8846149;LocLevel.PRECISE
Csapod;1;570;47.5187717;16.9273194;LocLevel.PRECISE
Csárdaszállás;1;431;46.8654397;20.9326192;LocLevel.PRECISE
Csatár;1;523;46.7769362;16.8637627;LocLevel.PRECISE
Csataszög;1;340;47.2825945;20.3833751;LocLevel.PRECISE
Csávoly;1;1793;46.194385;19.1441018;LocLevel.PRECISE
Csebény;1;101;46.1888329;17.9250373;LocLevel.PRECISE
Csécse;1;913;47.8654691;19.6252588;LocLevel.PRECISE
Csehbánya;1;302;47.1818295;17.684198;LocLevel.PRECISE
Csemő;1;4623;47.1183779;19.697672;LocLevel.PRECISE
Csempeszkopács;1;327;47.1549835;16.805321;LocLevel.PRECISE
Csengele;1;1944;46.5395807;19.8671346;LocLevel.PRECISE
Csengersima;1;810;47.8660813;22.7303134;LocLevel.PRECISE
Csengerújfalu;1;1019;47.8055429;22.6213416;LocLevel.PRECISE
Csénye;1;696;47.2371826;16.8702304;LocLevel.PRECISE
Csép;1;364;47.577881;18.0629998;LocLevel.PRECISE
Csépa;1;1712;46.8062494;20.1304652;LocLevel.PRECISE
Cserénfa;1;210;46.3108329;17.8830471;LocLevel.PRECISE
Cserépfalu;1;961;47.9429765;20.5360221;LocLevel.PRECISE
Cserkeszőlő;1;2306;46.8675023;20.195096;LocLevel.PRECISE
Csesznek;1;521;47.3543147;17.8827939;LocLevel.PRECISE
Csesztreg;1;851;46.7167888;16.5151365;LocLevel.PRECISE
Csibrák;1;317;46.4658688;18.3426997;LocLevel.PRECISE
Csipkerek;1;326;47.0737928;16.9413683;LocLevel.PRECISE
Csögle;1;642;47.2190874;17.254767;LocLevel.PRECISE
Csökmő;1;2026;47.0333646;21.2948743;LocLevel.PRECISE
Csomád;1;1673;47.6549475;19.2367726;LocLevel.PRECISE
Csömend;1;304;46.570261;17.4907887;LocLevel.PRECISE
Csömödér;1;621;46.6113857;16.6392065;LocLevel.PRECISE
Csönge;1;403;47.3521219;17.0654785;LocLevel.PRECISE
Csonkahegyhát;1;344;46.801035;16.7199807;LocLevel.PRECISE
Csősz;1;1043;47.036543;18.4172468;LocLevel.PRECISE
Csővár;1;639;47.8137655;19.3238481;LocLevel.PRECISE
Dad;1;1041;47.5182282;18.2254274;LocLevel.PRECISE
Dámóc;1;389;48.3774715;22.0342996;LocLevel.PRECISE
Darány;1;931;45.9814198;17.5889964;LocLevel.PRECISE
Debercsény;1;75;47.9648795;19.3162254;LocLevel.PRECISE
Dég;1;2191;46.8727995;18.4477565;LocLevel.PRECISE
Demjén;1;623;47.8294575;20.3335923;LocLevel.PRECISE
Dencsháza;1;596;45.9932522;17.834891;LocLevel.PRECISE
Döbrönte;1;281;47.2278992;17.5478349;LocLevel.PRECISE
Döge;1;2286;48.2587979;22.068454;LocLevel.PRECISE
Dorogháza;1;1028;47.9871448;19.9003492;LocLevel.PRECISE
Dövény;1;274;48.3463677;20.5441188;LocLevel.PRECISE
Drávapalkonya;1;272;45.8034687;18.1797176;LocLevel.PRECISE
Drávatamási;1;387;45.939854;17.5714213;LocLevel.PRECISE
Duka;1;258;47.1252146;17.1123194;LocLevel.PRECISE
Dunafalva;1;917;46.0838489;18.7725538;LocLevel.PRECISE
Dunaszeg;1;2204;47.7696461;17.5400735;LocLevel.PRECISE
Ecseg;1;1180;47.8983295;19.6026278;LocLevel.PRECISE
Egeralja;1;213;47.2369298;17.2405707;LocLevel.PRECISE
Egerfarmos;1;692;47.7182762;20.5363608;LocLevel.PRECISE
Egerszalók;1;1951;47.8702335;20.3238326;LocLevel.PRECISE
Egervár;1;1035;46.9355693;16.8536837;LocLevel.PRECISE
Egyed;1;533;47.5217162;17.3378908;LocLevel.PRECISE
Egyházasgerge;1;703;48.1788385;19.6469184;LocLevel.PRECISE
Egyházashollós;1;549;47.0550783;16.6954193;LocLevel.PRECISE
Egyházaskesző;1;512;47.416714;17.3291795;LocLevel.PRECISE
Ellend;1;236;46.0591112;18.3758229;LocLevel.PRECISE
Endrefalva;1;1234;48.1278251;19.5761699;LocLevel.PRECISE
Endrőc;1;346;45.9265532;17.7691216;LocLevel.PRECISE
Eperjes;1;476;48.9975724;21.2401811;LocLevel.PRECISE
Eplény;1;520;47.2080297;17.9167432;LocLevel.PRECISE
Erdőhorváti;1;601;48.3147908;21.4275388;LocLevel.PRECISE
Erdőkürt;1;540;47.7719079;19.4646973;LocLevel.PRECISE
Erdősmárok;1;94;46.056067;18.546034;LocLevel.PRECISE
Értény;1;744;46.6105728;18.1339549;LocLevel.PRECISE
Fábiánháza;1;1864;47.8483976;22.3545387;LocLevel.PRECISE
Fábiánsebestyén;1;1959;46.6738163;20.4506481;LocLevel.PRECISE
Fácánkert;1;702;46.4480102;18.7361471;LocLevel.PRECISE
Farád;1;1937;47.606276;17.2019351;LocLevel.PRECISE
Farkaslyuk;1;1945;48.1856615;20.3100333;LocLevel.PRECISE
Fehértó;1;501;47.6761959;17.3452873;LocLevel.PRECISE
Feketeerdő;1;621;47.9356106;17.2793082;LocLevel.PRECISE
Felpéc;1;951;47.5252219;17.5968714;LocLevel.PRECISE
Felsőegerszeg;1;130;46.2538189;18.1337698;LocLevel.PRECISE
Felsőmarác;1;251;46.9334097;16.5196235;LocLevel.PRECISE
Felsőnyárád;1;975;48.3289306;20.5985989;LocLevel.PRECISE
Felsőrajk;1;739;46.6809597;16.9863145;LocLevel.PRECISE
Felsőszölnök;1;577;46.8780527;16.1653928;LocLevel.PRECISE
Ferencszállás;1;645;46.2168385;20.3528445;LocLevel.PRECISE
Fertőendréd;1;617;47.6049418;16.907214;LocLevel.PRECISE
Fertőszéplak;1;1286;47.6169895;16.8342909;LocLevel.PRECISE
Foktő;1;1585;46.5290133;18.9192935;LocLevel.PRECISE
Forráskút;1;2086;46.3660316;19.9093047;LocLevel.PRECISE
Fülöpjakab;1;1146;46.7419911;19.7225313;LocLevel.PRECISE
Füzér;1;410;48.5381019;21.4559639;LocLevel.PRECISE
Füzérkomlós;1;316;48.5133139;21.4528646;LocLevel.PRECISE
Füzérradvány;1;325;48.4847384;21.5249787;LocLevel.PRECISE
Galambok;1;1354;46.5222609;17.1257806;LocLevel.PRECISE
Gálosfa;1;245;46.2561956;17.8855267;LocLevel.PRECISE
Gánt;1;810;51.0538286;3.7250121;LocLevel.PRECISE
Gasztony;1;421;46.9645928;16.4533138;LocLevel.PRECISE
Gelsesziget;1;264;46.5660955;16.988318;LocLevel.PRECISE
Gerényes;1;263;46.3054281;18.1849249;LocLevel.PRECISE
Gic;1;363;47.4308859;17.7496372;LocLevel.PRECISE
Gógánfa;1;791;47.021478;17.1863844;LocLevel.PRECISE
Gősfa;1;304;46.960227;16.8574048;LocLevel.PRECISE
Gyermely;1;1518;47.5910684;18.6439003;LocLevel.PRECISE
Gyömöre;1;1253;47.5007383;17.5647405;LocLevel.PRECISE
Gyöngyösmellék;1;316;45.986841;17.7020976;LocLevel.PRECISE
Gyöngyösoroszi;1;1524;47.8290371;19.8925424;LocLevel.PRECISE
Györgytarló;1;599;48.2056649;21.6316956;LocLevel.PRECISE
Győrladamér;1;1826;47.7535231;17.5634287;LocLevel.PRECISE
Győrság;1;1511;47.5802453;17.7521523;LocLevel.PRECISE
Győrújfalu;1;2112;47.7211947;17.6081756;LocLevel.PRECISE
Győrzámoly;1;3154;47.7404316;17.5788417;LocLevel.PRECISE
Gyügye;1;297;47.9223789;22.5691732;LocLevel.PRECISE
Hagyárosbörönd;1;298;46.9104388;16.7045547;LocLevel.PRECISE
Hajmás;1;242;46.3743383;18.2892032;LocLevel.PRECISE
Halimba;1;1232;47.0332649;17.5356155;LocLevel.PRECISE
Hangács;1;576;48.2894993;20.8292867;LocLevel.PRECISE
Harc;1;855;51.724937600000004;10.69489239078069;LocLevel.PRECISE
Háromhuta;1;135;48.3749257;21.4109089;LocLevel.PRECISE
Hárskút;1;665;47.1862786;17.8148197;LocLevel.PRECISE
Harta;1;3444;46.6947199;19.0277119;LocLevel.PRECISE
Hegyesd;1;177;46.915887;17.5220762;LocLevel.PRECISE
Héhalom;1;1042;47.77951;19.5857856;LocLevel.PRECISE
Hejőpapi;1;1166;47.8976201;20.9071257;LocLevel.PRECISE
Hencida;1;1215;47.2507833;21.6955412;LocLevel.PRECISE
Hercegkút;1;652;48.3360251;21.5288015;LocLevel.PRECISE
Héreg;1;1057;47.6464326;18.5116592;LocLevel.PRECISE
Heresznye;1;272;46.0555387;17.2760401;LocLevel.PRECISE
Hernádcéce;1;240;48.3589235;21.1974889;LocLevel.PRECISE
Hernádkak;1;1668;48.0936674;20.9679537;LocLevel.PRECISE
Hernádkércs;1;321;48.2419045;21.0485995;LocLevel.PRECISE
Hernyék;1;79;46.64974;16.6419973;LocLevel.PRECISE
Hét;1;481;48.2828158;20.3894798;LocLevel.PRECISE
Himesháza;1;1033;46.0859355;18.5698349;LocLevel.PRECISE
Homokbödöge;1;685;47.3027172;17.5900596;LocLevel.PRECISE
Homrogd;1;945;48.2780375;20.913988;LocLevel.PRECISE
Hont;1;509;48.0500784;18.9912734;LocLevel.PRECISE
Hugyag;1;860;48.0872454;19.4337413;LocLevel.PRECISE
Igal;1;6933;46.5345467;17.9386708;LocLevel.PRECISE
Iharos;1;1222;46.3383129;17.0960146;LocLevel.PRECISE
Iharosberény;1;511;46.3635026;17.1114138;LocLevel.PRECISE
Iliny;1;160;48.0323913;19.4273369;LocLevel.PRECISE
Ináncs;1;1204;48.2839181;21.0676407;LocLevel.PRECISE
Ipacsfa;1;201;45.8343137;18.2046086;LocLevel.PRECISE
Iszkáz;1;334;47.164097;17.2979732;LocLevel.PRECISE
Iváncsa;1;2824;47.1473327;18.8311498;LocLevel.PRECISE
Ják;1;2593;47.141049;16.5807225;LocLevel.PRECISE
Jánosháza;1;2479;47.1198765;17.1642699;LocLevel.PRECISE
Jármi;1;1289;47.9713788;22.2519405;LocLevel.PRECISE
Jásd;1;713;47.2829479;18.026161;LocLevel.PRECISE
Jászszentandrás;1;2444;47.5836296;20.1727381;LocLevel.PRECISE
Jéke;1;759;48.2388;22.1515137;LocLevel.PRECISE
Jenő;1;1293;47.105789;18.2499452;LocLevel.PRECISE
Jobbágyi;1;2014;47.8303521;19.6767845;LocLevel.PRECISE
Kács;1;499;47.9565053;20.6151528;LocLevel.PRECISE
Kacsóta;1;283;46.0385473;17.9563727;LocLevel.PRECISE
Kajárpéc;1;1275;47.4951901;17.6272578;LocLevel.PRECISE
Kajdacs;1;1150;46.5640794;18.6185731;LocLevel.PRECISE
Kakasd;1;1715;46.3462709;18.5927004;LocLevel.PRECISE
Kálmáncsa;1;608;46.068005;17.616915;LocLevel.PRECISE
Kamond;1;424;47.1483242;17.203441;LocLevel.PRECISE
Kamut;1;1070;46.760315;20.9832753;LocLevel.PRECISE
Kántorjánosi;1;2126;47.9359448;22.1489345;LocLevel.PRECISE
Kányavár;1;132;46.5728354;16.6805803;LocLevel.PRECISE
Kapoly;1;655;46.7307524;17.9702331;LocLevel.PRECISE
Kaposhomok;1;460;46.3620469;17.9209234;LocLevel.PRECISE
Kaposkeresztúr;1;349;46.3320582;17.965207;LocLevel.PRECISE
Kaposújlak;1;718;46.3667854;17.7259097;LocLevel.PRECISE
Karakószörcsök;1;296;47.132108;17.2864719;LocLevel.PRECISE
Karancsberény;1;806;48.1837308;19.7452275;LocLevel.PRECISE
Kárász;1;339;46.2674404;18.3179753;LocLevel.PRECISE
Karcsa;1;1860;48.3114147;21.7929937;LocLevel.PRECISE
Kaszó;1;99;46.3200205;17.2239763;LocLevel.PRECISE
Kelebia;1;2581;46.1973923;19.6058436;LocLevel.PRECISE
Kéleshalom;1;444;46.3656768;19.2823461;LocLevel.PRECISE
Kemendollár;1;498;46.9045855;16.9435556;LocLevel.PRECISE
Kemeneshőgyész;1;484;47.3549629;17.298177;LocLevel.PRECISE
Kemeneskápolna;1;95;47.2079541;17.1060431;LocLevel.PRECISE
Kemenesmihályfa;1;508;47.2853974;17.1135987;LocLevel.PRECISE
Kemenespálfa;1;413;47.1367865;17.173756;LocLevel.PRECISE
Keménfa;1;85;46.8397543;16.6376338;LocLevel.PRECISE
Kenéz;1;272;47.2024677;16.7883998;LocLevel.PRECISE
Kenyeri;1;817;47.3860703;17.092601;LocLevel.PRECISE
Kercaszomor;1;227;46.7889534;16.3508763;LocLevel.PRECISE
Kerecseny;1;265;46.6254231;17.0454058;LocLevel.PRECISE
Kerekharaszt;1;1006;47.6617845;19.6240528;LocLevel.PRECISE
Kereki;1;551;46.7959566;17.9118845;LocLevel.PRECISE
Kerékteleki;1;712;47.5147378;17.9387389;LocLevel.PRECISE
Kesznyéten;1;1818;47.9662919;21.0457462;LocLevel.PRECISE
Keszőhidegkút;1;206;46.6105094;18.4225813;LocLevel.PRECISE
Keszü;1;1385;46.0169618;18.1918084;LocLevel.PRECISE
Kétbodony;1;455;47.9354371;19.284937;LocLevel.PRECISE
Kétvölgy;1;114;46.8827901;16.219617684825444;LocLevel.PRECISE
Királyhegyes;1;619;46.2703652;20.6119895;LocLevel.PRECISE
Királyszentistván;1;525;47.1092663;18.0436545;LocLevel.PRECISE
Kisapáti;1;362;46.8426169;17.4671857;LocLevel.PRECISE
Kisapostag;1;1468;46.8932198;18.9329403;LocLevel.PRECISE
Kisar;1;1127;48.0570806;22.5153076;LocLevel.PRECISE
Kisbágyon;1;428;47.8234425;19.5849793;LocLevel.PRECISE
Kisbajcs;1;904;47.7452989;17.6812283;LocLevel.PRECISE
Kisdér;1;119;45.9398378;18.1280499;LocLevel.PRECISE
Kisfalud;1;719;47.5294255;17.0883689;LocLevel.PRECISE
Kishartyán;1;558;48.0840764;19.7041459;LocLevel.PRECISE
Kiskinizs;1;338;48.2511943;21.0355533;LocLevel.PRECISE
Kisláng;1;2523;46.9602484;18.3851659;LocLevel.PRECISE
Kislippó;1;300;45.8293359;18.5349027;LocLevel.PRECISE
Kislőd;1;1241;47.1446686;17.6217273;LocLevel.PRECISE
Kismaros;1;2377;47.8265758;19.0126276;LocLevel.PRECISE
Kisnémedi;1;734;47.7377432;19.2901265;LocLevel.PRECISE
Kisszekeres;1;545;47.9734369;22.6366244;LocLevel.PRECISE
Kisszentmárton;1;275;45.823917;18.0236928;LocLevel.PRECISE
Kistolmács;1;176;46.4853181;16.7527575;LocLevel.PRECISE
Kistormás;1;334;46.5000174;18.5658035;LocLevel.PRECISE
Kistótfalu;1;307;45.9085402;18.3114217;LocLevel.PRECISE
Klárafalva;1;516;46.2208865;20.3250362;LocLevel.PRECISE
Kocsola;1;1265;46.5279604;18.1771382;LocLevel.PRECISE
Kocsord;1;3055;47.9390852;22.3869911;LocLevel.PRECISE
Kokad;1;683;47.4054635;21.9313839;LocLevel.PRECISE
Kőkút;1;554;46.1921732;17.5750763;LocLevel.PRECISE
Kölcse;1;1444;48.0511713;22.7158081;LocLevel.PRECISE
Kolontár;1;736;47.0870815;17.4737817;LocLevel.PRECISE
Komjáti;1;216;48.5457027;20.7607737;LocLevel.PRECISE
Komoró;1;1354;-12.2045176;44.2832964;LocLevel.PRECISE
Kömpöc;1;699;46.4671048;19.865514;LocLevel.PRECISE
Kompolt;1;2012;47.7427765;20.240174;LocLevel.PRECISE
Kondó;1;600;48.189699;20.6404101;LocLevel.PRECISE
Kondorfa;1;503;46.8966494;16.3929341;LocLevel.PRECISE
Koppányszántó;1;331;46.5929144;18.1117673;LocLevel.PRECISE
Kőröshegy;1;1430;46.8312694;17.9005457;LocLevel.PRECISE
